79,człowiek
64,ocean
60,cichy
41,morze
36,dom
32,dzień
29,opanowany
24,sen
12,las
11,ja
10,uczeń
10,wiatr
9,czas
9,pies
8,łagodny
8,nerwowy
8,niespokojny
8,woda
7,kot
7,miły
6,pokój
5,charakter
5,cisza
5,czlowiek
5,duch
5,wesoły
5,wieczór
4,chłopiec
4,dziadek
4,niebieski
4,starość
4,umysł
3,Calm
3,grzeczny
3,jezioro
3,książka
3,nauczyciel
3,nudny
3,owca
3,spokój
3,zły
2,adhd
2,agresywny
2,brat
2,chłopak
2,chmura
2,cierpliwy
2,dziecko
2,dzien
2,głupi
2,kolor
2,leń
2,ład
2,mąż
2,medrzec
2,melancholijny
2,mężczyzna
2,"nie ja"
2,noc
2,oddech
2,ojciec
2,okolica
2,okulary
2,osoba
2,pan
2,poranek
2,relaks
2,ruchliwy
2,student
2,szaleniec
2,szum
2,świat
2,tak
2,widok
2,wyluzowany
2,zen
2,zrownowazony